exterior_color,interior_color,drivetrain,fuel_type,transmission,engine,vin,mileage,seller,reviews_count,seller_state,new_used,brand,comfort,interior_design,performance,value_for_the_money,exterior_styling,reliability,price,rating,year,model,features
misano_blue_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn0k7c29537,32593,choice_auto_sales,,pa,used,alfa,4.6,4.4,4.7,4.6,4.8,4.5,35820.0,4.2,2019,romeo_stelvio_ti,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""homelink"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""remote_start"", ""stability_control""]"
white_stone,pure_black,rear_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,scfsmgaw6kgn00958,15355,aston_martin_newport_beach,,ca,used,aston,4.9,4.7,5.0,5.0,5.0,4.6,126998.0,4.0,2019,martin_vantage,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""stability_control"", ""usb_port""]"
ibis_white,cardamom,all_wheel_drive,gasoline,6_speed_automatic,3.2l_v6_24v_gdi_dohc,wa1dkafp5ca082631,72028,gem_city_ford_lincoln,,il,used,audi,4.7,4.7,4.7,4.3,4.8,4.5,19494.0,4.9,2012,q5_3.2_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof"", ""tow_hitch""]"
mythos_black_metallic,beige_/_black,all_wheel_drive,e85_flex_fuel,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo_flexible_fuel,waucfafr8fa057084,55449,cma_chevrolet_toyota,,wv,used,audi,4.8,4.7,4.7,4.6,4.9,4.9,22000.0,4.7,2015,a5_2.0t_premium,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""premium_sound_system"", ""stability_control""]"
mythos_black_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wau2gafc6gn020291,81701,nalley_bmw,,ga,used,audi,4.7,4.6,4.9,4.3,4.9,4.7,30900.0,4.1,2016,a7_3.0t_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
gray,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,wauffafl4ca060343,121452,asal_motors,,nj,used,audi,4.7,4.7,4.7,4.4,4.8,4.5,10988.0,4.0,2012,a4_2.0t_premium_plus_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
havanna_black_metallic,,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wauwgafc9gn049687,55008,toyota_of_huntington_beach,,ca,used,audi,4.7,4.6,4.9,4.3,4.9,4.7,33988.0,4.3,2016,a7_3.0t_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
meteor_gray_pearl,black,all_wheel_drive,gasoline,6_speed_manual,2.0l_i4_16v_gdi_dohc_turbo,wauhfafl5bn002807,122302,audi_devon,88,pa,used,audi,4.7,4.6,4.7,4.2,4.9,4.4,11995.0,4.9,2011,a4_2.0t_premium_plus_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
brown,,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wau34afdxgn005010,79786,sullivan_buick_gmc_truck,,fl,used,audi,4.9,4.8,4.9,4.7,4.8,4.9,29995.0,4.1,2016,a8_l_3.0t,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
white,black,all_wheel_drive,gasoline,7_speed_automatic_with_auto_shift,3.0l_v6_24v_gdi_dohc_supercharged,waubgaflxda100096,83770,cascade_motors,,or,used,audi,4.6,4.8,4.9,4.4,4.8,4.7,24999.0,4.7,2013,s4_3.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""stability_control""]"
gray,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1lgafe6fd014403,100391,luxury_auto_mall,,fl,used,audi,4.8,4.5,4.8,4.5,4.6,4.7,1.0,2.6,2015,q7_3.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""third_row_seating""]"
white,,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1dgafe4fd026165,76550,coda_motors,,il,used,audi,4.8,4.5,4.8,4.5,4.6,4.7,25990.0,3.7,2015,q7_3.0t_s_line_prestige,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof"", ""third_row_seating""]"
brown,cardamom,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1lgafe6dd008677,124266,loudoun_used_cars,,va,used,audi,4.5,4.0,4.1,3.9,4.4,4.1,15999.0,4.6,2013,q7_3.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""third_row_seating""]"
red,tan,,gasoline,manual,7.0l_8_cylinder,xxxxxxxxxx4279377,3833,park_place_ltd,,wa,used,ac,4.0,5.0,5.0,5.0,5.0,5.0,69950.0,3.2,1965,shelby_cobra,String[]
white,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn3k7c29936,25364,shafer_auto_group,,oh,used,alfa,4.6,4.4,4.7,4.6,4.8,4.5,32000.0,4.6,2019,romeo_stelvio_ti,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""remote_start"", ""stability_control""]"
alfa_white,red_/_black,rear_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfaman0l7631860,17599,hgreg.com_west_palm_beach,,fl,used,alfa,5.0,5.0,5.0,4.7,5.0,4.6,30998.0,3.4,2020,romeo_giulia_base,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""homelink"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""remote_start"", ""stability_control"", ""usb_port""]"
silver,black,all_wheel_drive,diesel,8_speed_automatic,3.0l_v6_24v_ddi_dohc_turbo_diesel,wa1lmafe6bd008829,122000,broadway_motoring_inc,,ma,used,audi,4.8,4.5,4.4,4.1,4.7,4.2,14999.0,4.5,2011,q7_tdi_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""third_row_seating""]"
beige,beige_/_black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waulfafr4ea073376,53789,schaumburg_pre_driven,,il,used,audi,4.8,4.8,4.8,4.6,4.9,4.8,25095.0,4.2,2014,a5_2.0t_premium_plus_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""stability_control""]"
volcano_red_metallic_/_black_roof,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waulfafh0en006063,42055,mdk_international,,ca,used,audi,4.8,4.8,4.8,4.6,4.9,4.8,24990.0,4.0,2014,a5_2.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
carrara_white,espresso,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1lgafe0fd032525,92825,wells_auto_group,,tx,used,audi,4.8,4.5,4.8,4.5,4.6,4.7,20990.0,3.5,2015,q7_3.0t_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof"", ""third_row_seating""]"
black,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1dgafe3ed019402,132934,kdk_mitsubishi,,oh,used,audi,4.8,4.7,4.9,4.6,4.8,4.8,18862.0,4.4,2014,q7_3.0t_s_line_prestige,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof"", ""third_row_seating""]"
blue,gray,all_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,2.0l_i4_16v_gdi_dohc_turbo,wauefgff2f1087652,102959,blue_sky_auto_plaza,,mo,used,audi,4.6,4.5,4.6,4.4,4.6,4.4,16900.0,5.0,2015,a3_2.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""stability_control""]"
gray,rock_gray,all_wheel_drive,gasoline,6_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,wa1efcfs5gr002941,20678,carvana_touchless_delivery_to_your_home,,,used,audi,4.9,4.6,4.7,4.7,4.9,4.8,28590.0,4.2,2016,q3_2.0t_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""stability_control"", ""sunroof/moonroof""]"
vulcano_black_metallic,black/red,all_wheel_drive,gasoline,8_speed_a/t,v6_cylinder_engine,zaspakev0m7d01805,11801,koons_clarksville_chevy_buick_gmc,,md,used,alfa,4.6,4.9,5.0,4.8,4.9,5.0,74989.0,4.5,2021,romeo_stelvio_quadrifoglio,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""homelink"", ""keyless_start"", ""lane_departure_warning"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""rear_cross_traffic_alert"", ""remote_start"", ""stability_control"", ""sunroof/moonroof""]"
white_tri_coat,crema,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn9l7c74493,35642,impex_chevrolet_gmc_buick,,nc,used,alfa,4.8,4.8,5.0,4.9,5.0,4.8,40950.0,3.7,2020,romeo_stelvio_ti,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""remote_start"", ""stability_control""]"
black,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waulfafh2en013936,109034,knb_motors_inc,,il,used,audi,4.8,4.8,4.8,4.6,4.9,4.8,18495.0,3.9,2014,a5_2.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""premium_sound_system"", ""stability_control""]"
vesuvio_gray_metallic,black_/_tan,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfaedn5j7567460,35106,off_lease_only_bradenton,,fl,used,alfa,4.6,4.7,5.0,4.8,4.9,4.6,28995.0,4.9,2018,romeo_giulia_base,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""keyless_start"", ""leather_seats"", ""premium_sound_system"", ""remote_start"", ""stability_control"", ""usb_port""]"
vulcano_black_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfaeen4j7593143,45012,russ_darrow_mazda_of_greenfield,,wi,used,alfa,4.6,4.7,5.0,4.8,4.9,4.6,32777.0,4.4,2018,romeo_giulia_ti,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""homelink"", ""keyless_start"", ""leather_seats"", ""remote_start"", ""stability_control"", ""usb_port""]"
alfa_white,chocolate,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn0k7c43227,37132,russell_westbrook_alfa_romeo_maserati_fiat,106,ca,used,alfa,4.6,4.4,4.7,4.6,4.8,4.5,33007.0,4.5,2019,romeo_stelvio_ti_sport,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""remote_start"", ""stability_control"", ""sunroof/moonroof""]"
black,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,wa1lfcfp3ea042756,70944,international_autohaus,,wa,used,audi,4.7,4.8,4.7,4.5,4.8,4.7,21999.0,3.6,2014,q5_2.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""premium_sound_system"", ""stability_control""]"
,,front_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,2.0l_i4_16v_gdi_dohc_turbo,waubeafmxca109426,98344,steve_hahn_auto_group,27,wa,used,audi,4.6,4.5,4.5,4.5,4.8,4.6,11995.0,5.0,2012,a3_2.0t_premium,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""stability_control""]"
black,,all_wheel_drive,gasoline,6_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,wa1gfcfs0fr010341,78903,paramount_kia_of_hickory,117,nc,used,audi,4.6,4.6,4.6,4.4,4.5,4.4,22000.0,5.0,2015,q3_2.0t_prestige,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""stability_control"", ""sunroof/moonroof""]"
blue,beige,all_wheel_drive,gasoline,6_speed_automatic,3.1l_v6_24v_gdi_dohc,waudh48h58k012394,91189,auto_house_motors,,il,used,audi,4.5,4.4,4.5,4.4,4.7,4.4,12990.0,3.6,2008,a4_3.2_cabriolet_quattro,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""stability_control""]"
jet_black,phantom_gray,rear_wheel_drive,gasoline,7_speed_automatic_with_auto_shift,6.0l_v12_48v_mpfi_dohc,scfekbcr0fgs01923,15370,dean_team_volkswagen_of_kirkwood,14,mo,used,aston,5.0,5.0,5.0,5.0,5.0,5.0,124950.0,5.0,2015,martin_v12_vantage_s_base,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""stability_control""]"
ice_silver_metallic,black,all_wheel_drive,gasoline,6_speed_automatic,4.2l_v8_32v_gdi_dohc,waucvafrxca022996,38520,grainger_honda,,ga,used,audi,4.6,4.6,4.6,4.2,4.9,4.3,27975.0,4.6,2012,s5_premium_plus_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
aviator_blue_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waugfafc8dn010138,114995,premium_autos,,ca,used,audi,4.8,4.9,4.7,4.6,4.9,4.7,13999.0,1.3,2013,a6_2.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""stability_control""]"
montecarlo_blue_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zasfakbn5j7b83424,46863,maserati_and_alfa_romeo_of_monmouth,,nj,used,alfa,4.7,4.5,4.9,4.5,4.8,4.6,28905.0,3.4,2018,romeo_stelvio_ti,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""premium_sound_system"", ""remote_start"", ""stability_control""]"
red,black,rear_wheel_drive,gasoline,8_speed_automatic,2.9l_v6_24v_gdi_dohc_twin_turbo,zarfaeav9h7518504,29640,performance_alfa_romeo,0,nj,used,alfa,4.6,4.7,4.9,4.5,5.0,4.4,49900.0,5.0,2017,romeo_giulia_quadrifoglio,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""remote_start"", ""stability_control""]"
phantom_black_pearl,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wau3gafd2fn000633,86984,rod_hatfield_used_car_factory,,ky,used,audi,5.0,4.9,4.8,4.7,4.8,4.7,29214.0,3.6,2015,a8_l_3.0t,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
brown,black,all_wheel_drive,e85_flex_fuel,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo_flexible_fuel,wa1cfafp6fa108450,113160,united_auto_group,,mn,used,audi,4.7,4.5,4.7,4.3,4.7,4.6,18699.0,4.6,2015,q5_2.0t_premium,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
alfa_white,,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfanan0k7605683,37643,autonation_honda_renton,,wa,used,alfa,4.7,4.7,4.8,4.5,5.0,4.3,30855.0,4.6,2019,romeo_giulia_base,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""remote_start"", ""stability_control"", ""sunroof/moonroof"", ""usb_port""]"
alfa_white,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zasfaknn5j7c26736,30730,platinum_cars_marietta,,ga,used,alfa,4.7,4.5,4.9,4.5,4.8,4.6,34790.0,3.1,2018,romeo_stelvio_ti,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""remote_start"", ""stability_control""]"
alfa_black,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfaedn8j7581546,38841,car_factory_outlet,232,fl,used,alfa,4.6,4.7,5.0,4.8,4.9,4.6,28151.0,4.6,2018,romeo_giulia_base,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""remote_start"", ""stability_control"", ""usb_port""]"
silver,black,all_wheel_drive,gasoline,7_speed_automatic_with_auto_shift,3.0l_v6_24v_gdi_dohc_supercharged,waucgafr2da022440,93747,auto_4_less,,ca,used,audi,4.9,4.9,4.9,4.5,4.9,4.9,24591.0,4.1,2013,s5_3.0t_premium_plus_quattro,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
black,black,all_wheel_drive,gasoline,6_speed_manual,4.2l_v8_32v_gdi_dohc,waurv78t59a031572,72854,alpha_motorsports_fredericksburg,312,va,used,audi,4.8,4.9,4.8,4.4,4.8,4.6,21000.0,4.9,2009,s5_4.2_quattro,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""stability_control"", ""sunroof/moonroof""]"
gray,gray,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,wa1lfafp9da019355,77378,hayes_auto_sales,,ca,used,audi,4.7,4.7,4.5,4.2,4.6,4.3,19995.0,2.7,2013,q5_2.0t_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
primer,tan,,,5_speed_manual,,ar1530129,30745,european_collectibles,0,ca,used,alfa,,,,,,,18500.0,2.0,1969,romeo_gtv,String[]
rosso,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfaeen5j7563696,29025,bentley_indianapolis,,in,used,alfa,4.6,4.7,5.0,4.8,4.9,4.6,32990.0,4.8,2018,romeo_giulia_ti,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""keyless_start"", ""leather_seats"", ""navigation_system"", ""premium_sound_system"", ""remote_start"", ""stability_control"", ""usb_port""]"
montecarlo_blue_metallic,crema,rear_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfambn1k7601103,14154,helfman_dodge_chrysler_jeep_ram_fiat_alfa_romeo_maserati,,tx,used,alfa,4.7,4.7,4.8,4.5,5.0,4.3,34945.0,4.6,2019,romeo_giulia_ti,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""remote_start"", ""stability_control"", ""usb_port""]"
vesuvio_gray_metallic,black,rear_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspajan0k7c38198,28469,echopark_automotive_austin_delivery_center,,tx,used,alfa,4.6,4.4,4.7,4.6,4.8,4.5,31829.0,4.9,2019,romeo_stelvio_sport,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""automatic_emergency_braking"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""homelink"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""premium_sound_system"", ""remote_start"", ""stability_control"", ""usb_port""]"
